BAIRRO;CEP;LOGRADOURO
alto-boqueirao;8177079;RUA DESEMBARGADOR BENJAMIM AMERICO DE FREITAS PESSOA
alto-boqueirao;8177079;RUA DESEMBARGADOR OSCAR CARVALHO E SILVA
alto-boqueirao;8177079;RUA JOSE FERREIRA DE SOUZA
alto-boqueirao;8177079;RUA PEDRO ANTONIO DA SILVA
alto-boqueirao;8177079;RUA DOUTOR ALVIR BRAMBILLA ZILLI
alto-boqueirao;8177079;RUA KLEVERSON LOPES DE PAULA
alto-boqueirao;8177080;RUA HERMENEGILDO ORMENEZE
alto-boqueirao;8177080;RUA WALDOMIRO CORREA DE MATOS
alto-boqueirao;8177080;RUA MANOEL ORDONES
alto-boqueirao;8177080;RUA NATANAEL JORGE VIEIRA
alto-boqueirao;8177080;RUA IZALTINO ALMEIDA
alto-boqueirao;8177080;RUA GARDENIA
alto-boqueirao;8177080;RUA LIRIO
alto-boqueirao;8177080;RUA PLACIDO MASSUCHETTO
alto-boqueirao;8177080;RUA GILBERTO ALVES DO NASCIMENTO
alto-boqueirao;8177081;RUA ELOIR LOURENCO ROSA
alto-boqueirao;8177081;RUA HUGO CREPLIVE FILHO
alto-boqueirao;8177081;RUA LOTHARIO PEREIRA
alto-boqueirao;8177081;RUA WALDEMAR MONASTIER
alto-boqueirao;8177081;RUA ZIRES PEREIRA RIBAS
alto-boqueirao;8177081;RUA SANTA ALVES PETRA
alto-boqueirao;8177082;RUA IDELZINA VAZ
alto-boqueirao;8183069;RUA BORRAZOPOLIS
alto-boqueirao;8185000;RUA EDUARDO PINTO DA ROCHA
alto-boqueirao;8185000;RUA FRANCISCO DEROSSO
alto-boqueirao;8185001;RUA SOLDADO BENEDITO PADILHA
alto-boqueirao;8185002;RUA SOLDADO JOSE BUENO DA SILVA
alto-boqueirao;8185002;RUA CAMPINA DA LAGOA
alto-boqueirao;8185003;RUA LEONILDA DUARTE DA ROSA
alto-boqueirao;8185004;RUA JERONIMO THADEO
alto-boqueirao;8185005;RUA ALFREDO KRAINSKI
alto-boqueirao;8185006;RUA SOLDADO CIPRIANO PEREIRA BUENO
alto-boqueirao;8185007;RUA RODOLFO DE MATTIA
alto-boqueirao;8185008;RUA RESKALA SNEGE
alto-boqueirao;8185009;RUA THEODORICO RICETTI
alto-boqueirao;8185010;RUA SOLDADO JOAO JOSE RAMIRES
alto-boqueirao;8185011;RUA OLIMPIO DE PAULA XAVIER
alto-boqueirao;8185011;RUA DOS PIONEIROS
alto-boqueirao;8185012;RUA ODIR SUSIN
alto-boqueirao;8185013;RUA SOLDADO GREGORIO KISLEK
alto-boqueirao;8185014;RUA SOLDADO FRANCISCO RISKE
alto-boqueirao;8185015;RUA CAPITAO AMIN MOSSE
alto-boqueirao;8185015;PRACA CLAUDIO MANOEL DE LOYOLA E SILVA
alto-boqueirao;8185016;RUA SOLDADO ALFREDO GONCALVES
alto-boqueirao;8185017;RUA MAJOR CASEMIRO IGNACIO MAZUR
alto-boqueirao;8185018;RUA CORONEL HUGO DE MATTOS MOURA
alto-boqueirao;8185019;RUA MARECHAL HUGO PANASCO ALVIM
alto-boqueirao;8185020;RUA SOLDADO MIGUEL DROMBOSKI
alto-boqueirao;8185021;RUA AYRTON LEAL DA SILVA
alto-boqueirao;8185022;RUA ADALBERTO LEAL DA SILVA
alto-boqueirao;8185023;RUA SOLDADO JORGE COLACO BARROS
alto-boqueirao;8185024;RUA JORGE SIMAO
alto-boqueirao;8185025;RUA DANILO PEDRO SCHREINER
alto-boqueirao;8185026;RUA ANTONIO ZAK
alto-boqueirao;8185027;RUA EXPEDICIONARIO GUMERCINDO DA SILVA
alto-boqueirao;8185028;RUA EXPEDICIONARIO FRANCISCO PEREIRA DOS SANTOS
alto-boqueirao;8185029;RUA EXPEDICIONARIO FRANCISCO ALVES DE OLIVEIRA
alto-boqueirao;8185030;RUA SILVIO HEIMBECKER
alto-boqueirao;8185031;RUA EXPEDICIONARIO EURIDES FERNANDES DO NASCIMENTO
alto-boqueirao;8185032;RUA ELISEU JOSE HIPOLITO
alto-boqueirao;8185033;RUA EXPEDICIONARIO JOAO PROTZEK
alto-boqueirao;8185034;RUA EXPEDICIONARIO ANTONIO CACAO
alto-boqueirao;8185035;RUA EXPEDICIONARIO ADIR JORGE
alto-boqueirao;8185036;RUA EXPEDICIONARIO ESTANISLAU WOJCIK
alto-boqueirao;8185037;RUA EXPEDICIONARIO BRUNO ESTRIFICA
alto-boqueirao;8185038;RUA OITO DE MAIO
alto-boqueirao;8185039;RUA IRMA MARIA FRANCISCA MICHEL
alto-boqueirao;8185040;RUA EXPEDICIONARIO ANELIO DA LUZ
alto-boqueirao;8185041;RUA EXPEDICIONARIO ADAO WOJCIK
alto-boqueirao;8185042;RUA CINCO DE MAIO-DIA DO EXPEDICIONARIO
alto-boqueirao;8185042;RUA PAULA FREITAS
alto-boqueirao;8185043;RUA SANTINOR PINTO DA ROCHA
alto-boqueirao;8185044;RUA ALBINO KUTZEK
alto-boqueirao;8185045;RUA FERNANDO MUNHOZ DE SOUZA
alto-boqueirao;8185046;RUA OPERARIO SANTO DIAS
alto-boqueirao;8185046;RUA OPERARIO SANTO DIAS
alto-boqueirao;8185047;RUA JOAO LUIZ FOERSTER
alto-boqueirao;8185048;RUA JOSE NOGA
alto-boqueirao;8185049;RUA VIRGINIA DA SILVA GOMES
alto-boqueirao;8185049;RUA NELSON GRACINDO DA FONSECA
alto-boqueirao;8185050;RUA SEBASTIAO ZANARDINI CARNEIRO
alto-boqueirao;8185051;RUA MARCELO FORTE MAIOLINO
alto-boqueirao;8185052;RUA HILDA AMARAL VISINONI
alto-boqueirao;8185052;JARDINETE JORNALISTA JOSE BLANSKY FILHO
alto-boqueirao;8185053;RUA JOAO CATHAPAN
alto-boqueirao;8185054;RUA ALTAMIRO BEVILAQUA
alto-boqueirao;8185055;RUA SEBASTIAO LIMA
alto-boqueirao;8185056;RUA KAI SIZUO
alto-boqueirao;8185057;RUA JOAO CARLOS DA ROSA
alto-boqueirao;8185058;RUA ARTUR ANGELO PELANDA
alto-boqueirao;8185059;RUA SOPHIA COSLOSKI FIALA
alto-boqueirao;8185060;RUA ALMIRANTE DONADELLO
alto-boqueirao;8185061;RUA ALAOR VICENTE DAROS
alto-boqueirao;8185062;RUA CURT FREDERICH DALLMANN
alto-boqueirao;8185063;RUA JOAO ANDERLE
alto-boqueirao;8185064;RUA RAULINO CERCAL
alto-boqueirao;8185065;RUA ANTONIO HONORIO CORREA
alto-boqueirao;8185066;RUA ALTINO ALVES CORDEIRO
alto-boqueirao;8185067;RUA LUCIANO SALKOVSKI
alto-boqueirao;8185068;RUA APARECIDO RODRIGUES
alto-boqueirao;8185069;RUA ISMAEL ROCHA CORDEIRO
alto-boqueirao;8185070;RUA BOM SUCESSO
alto-boqueirao;8185070;RUA BOA ESPERANCA
alto-boqueirao;8185070;RUA THIAGO SUDAN SOARES
alto-boqueirao;8185070;RUA QUATORZE DE JULHO
alto-boqueirao;8185070;RUA SAO JOAO DE BRITO
alto-boqueirao;8185071;RUA CAMPINA DA LAGOA
alto-boqueirao;8185071;RUA DOUTOR CHILDERICO BEVILAQUA
alto-boqueirao;8185071;RUA OLGA BAPTISTA BEVILAQUA
alto-boqueirao;8185071;RUA IZABEL GOMES POSSELT
alto-boqueirao;8185071;PRACA REVERENDO ELIAS ABRAHAO
alto-boqueirao;8185072;RUA ROBERTO BARBOSA DE ALMEIDA
alto-boqueirao;8185072;RUA PAULO BRUM
alto-boqueirao;8185072;RUA IZAAC FERREIRA DA CRUZ
alto-boqueirao;8185090;RUA FRANCISCO DEROSSO, 4910
alto-boqueirao;8185090;RUA FRANCISCO DEROSSO, 5150
alto-boqueirao;8185090;RUA FRANCISCO DEROSSO, 5300
alto-boqueirao;8186000;RUA DOUTOR BENEDICTO SIQUEIRA BRANCO
alto-boqueirao;8186001;RUA LUIZ CARLOS CANESSO
alto-boqueirao;8186002;RUA VERIANO PEREIRA
alto-boqueirao;8186002;RUA ORISON PIRES DE CAMARGO
alto-boqueirao;8186003;RUA CORONEL JOAQUIM MONTEIRO DE CARVALHO
alto-boqueirao;8186004;RUA DULCE TOTTI MARQUES
alto-boqueirao;8186005;RUA CORONEL AMERICO WALGER
alto-boqueirao;8186006;RUA TENENTE-CORONEL DEOCLECIANO GOMES DE MIRANDA
alto-boqueirao;8186007;RUA TENENTE JOAO CORTIANO
alto-boqueirao;8186008;RUA CAPITAO ERCILIO MIRO
alto-boqueirao;8186009;RUA CAPITAO ROBERTO LOPES QUINTAS
alto-boqueirao;8186010;RUA PADRE DENIS QUILTY
alto-boqueirao;8186011;RUA MANOEL CARVALHO DOS ANJOS
alto-boqueirao;8186012;RUA CIDADE DE FIGUEIRA
alto-boqueirao;8186013;RUA IBIPORA
alto-boqueirao;8186014;RUA GUAIRACA
alto-boqueirao;8186015;RUA NELSO JOSE LAUTHART
alto-boqueirao;8186016;RUA CAMPO MOURAO
alto-boqueirao;8186017;RUA CORONEL VIVIDA
alto-boqueirao;8186017;RUA MARIA APARECIDA DE LIMA SANTOS
alto-boqueirao;8186018;RUA CAMPO DO TENENTE
alto-boqueirao;8186019;RUA INDIANOPOLIS
alto-boqueirao;8186020;RUA CIDADE DE PIEN
alto-boqueirao;8186021;RUA PEDRO NABOSNE
alto-boqueirao;8186022;RUA PAULA FREITAS
alto-boqueirao;8186023;RUA JANIOPOLIS
alto-boqueirao;8186024;RUA JATAIZINHO
alto-boqueirao;8186025;RUA CIDADE DE GOIOERE
alto-boqueirao;8186026;RUA KALORE
alto-boqueirao;8186026;RUA ORLANDO MOLINARI
alto-boqueirao;8186027;RUA JOAO MIQUELETTO
alto-boqueirao;8186027;RUA RODOLFO PAULO HERZ
alto-boqueirao;8186028;RUA RAUL SUPLICY DE LACERDA
alto-boqueirao;8186029;RUA REGINATO QUARTAROLLI
alto-boqueirao;8186030;RUA DALCY SILVA
alto-boqueirao;8186031;RUA ARTHUR LEAL
alto-boqueirao;8186032;RUA LEOCADIO ROBISON DE LIMA DAMAZIO
alto-boqueirao;8186033;RUA ZENITE PUCCI SIMAO
alto-boqueirao;8186034;RUA SATYRIO FERREIRA DA COSTA
alto-boqueirao;8186035;RUA LUZIA DOS SANTOS SILVEIRA
alto-boqueirao;8186036;RUA CELINA TEREZINHA CANHA
alto-boqueirao;8186037;RUA CECILIA AGUIALE PINTO
alto-boqueirao;8186038;RUA GUILHERMINA CARMEN SERRA
alto-boqueirao;8186039;RUA ARCISIO DA CUNHA NICLEWICZ
alto-boqueirao;8186040;RUA CARLOTA VOLP
alto-da-gloria;8003000;AVENIDA JOAO GUALBERTO
alto-da-gloria;8003008;TRAVESSA ITALIA
alto-da-gloria;8003009;TRAVESSA RUI LEAO
alto-da-gloria;8003012;RUA GOTTLIEB MUELLER
alto-da-gloria;8003013;RUA CARLOS EDUARDO LEAO
alto-da-gloria;8003014;RUA MARIA CLARA
alto-da-gloria;8003015;TRAVESSA LUTHERO
alto-da-gloria;8003015;TRINCHEIRA DA AVENIDA JOAO GUALBERTO
alto-da-gloria;8003016;PRACA GOETHE
alto-da-gloria;8003017;PRACA PORTUGAL
alto-da-gloria;8003018;RUA IVO LEAO
alto-da-gloria;8003018;JARDINETE ENGENHEIRO RAUL IWERSEN
alto-da-gloria;8003019;TRAVESSA JOSE DO PATROCINIO
alto-da-gloria;8003020;RUA MAUA
alto-da-gloria;8003021;RUA TERTULIANO MULLER
alto-da-gloria;8003022;RUA AMANCIO MORO
alto-da-gloria;8003023;RUA CAMPOS SALES
alto-da-gloria;8003023;PRACA ELSE SCHILLER OTTE
alto-da-gloria;8003024;RUA AUGUSTO SEVERO
alto-da-gloria;8003025;RUA PEDRO ROLIM DE MOURA
alto-da-gloria;8003026;RUA SIMAO BOLIVAR
alto-da-gloria;8003027;RUA PARAGUASSU
alto-da-gloria;8003029;RUA DOUTOR GOULIN
alto-da-gloria;8003031;RUA BARAO DE GUARAUNA
alto-da-gloria;8003032;RUA DOUTOR ZAMENHOF
alto-da-gloria;8003033;RUA NICOLAU MAEDER
alto-da-gloria;8003034;RUA AUGUSTO STRESSER
alto-da-gloria;8003090;RUA MAUA, 920
alto-da-gloria;8006019;RUA UBALDINO DO AMARAL
alto-da-gloria;8006019;RUA UBALDINO DO AMARAL
alto-da-gloria;8006024;RUA PADRE CAMARGO
alto-da-gloria;8006026;RUA VINTE E UM DE ABRIL
alto-da-gloria;8006027;RUA FLORIANO ESSENFELDER
alto-da-gloria;8006027;RUA ITUPAVA
alto-da-gloria;8006090;RUA GENERAL CARNEIRO, 181
alto-da-rua-xv;8004500;AVENIDA SETE DE SETEMBRO
alto-da-rua-xv;8004501;RUA DO HERVAL
alto-da-rua-xv;8004502;PRACA TENENTE ERNANI VIDAL
alto-da-rua-xv;8004503;AVENIDA VISCONDE DE GUARAPUAVA
alto-da-rua-xv;8004504;JARDINETE NATALIO SANTOS
alto-da-rua-xv;8004505;JARDINETE DESEMBARGADOR ZEFERINO KRUKOSKI
alto-da-rua-xv;8004506;AVENIDA SENADOR SOUZA NAVES
alto-da-rua-xv;8004507;RUA REINALDINO SCHAFFENBERG DE QUADROS
alto-da-rua-xv;8004508;RUA FERNANDO AMARO
alto-da-rua-xv;8004509;RUA MARECHAL DEODORO
alto-da-rua-xv;8004510;RUA UBALDINO DO AMARAL
alto-da-rua-xv;8004510;RUA SETE DE ABRIL
alto-da-rua-xv;8004511;RUA ALMIRANTE TAMANDARE
alto-da-rua-xv;8004511;RUA JOSE DE ALENCAR
alto-da-rua-xv;8004512;RUA ATILIO BORIO
alto-da-rua-xv;8004512;RUA XV DE NOVEMBRO
alto-da-rua-xv;8004513;RUA DIAS DA ROCHA FILHO
alto-da-rua-xv;8004513;RUA PROFESSOR BRANDAO
alto-da-rua-xv;8004514;RUA ITUPAVA
alto-da-rua-xv;8004514;TRAVESSA JOAO PROSDOCIMO
alto-da-rua-xv;8004515;RUA UBALDINO DO AMARAL
alto-da-rua-xv;8004515;RUA AMINTAS DE BARROS
alto-da-rua-xv;8004516;RUA VINTE E UM DE ABRIL
alto-da-rua-xv;8004516;RUA SETE DE ABRIL
alto-da-rua-xv;8004517;RUA ALMIRANTE TAMANDARE
alto-da-rua-xv;8004517;RUA JOSE DE ALENCAR
alto-da-rua-xv;8004518;RUA ATILIO BORIO
alto-da-rua-xv;8004518;AVENIDA SETE DE SETEMBRO
alto-da-rua-xv;8004519;AVENIDA SENADOR SOUZA NAVES
alto-da-rua-xv;8004519;LARGO ISAAC LAZZAROTTO
alto-da-rua-xv;8004520;AVENIDA VISCONDE DE GUARAPUAVA
alto-da-rua-xv;8004520;JARDINETE CLEUSA SALOMAO
alto-da-rua-xv;8004521;LARGO JOSE LUVIZOTTI
alto-da-rua-xv;8004521;RUA REINALDINO SCHAFFENBERG DE QUADROS
alto-da-rua-xv;8004522;JARDINETE DOS MACONS
alto-da-rua-xv;8004522;RUA PAULINA TABORDA RIBAS DE CAMARGO
alto-da-rua-xv;8004523;RUA FERNANDO AMARO
alto-da-rua-xv;8004523;RUA MARECHAL DEODORO
alto-da-rua-xv;8004524;RUA SCHILLER
alto-da-rua-xv;8004524;RUA PADRE GERMANO MAYER
alto-da-rua-xv;8004525;RUA FLAVIO DALLEGRAVE
alto-da-rua-xv;8004525;RUA ZEILA MOURA DOS SANTOS
alto-da-rua-xv;8004526;RUA CAMOES
alto-da-rua-xv;8004526;JARDINETE ALINE CORDEIRO PARIGOT DE SOUZA
alto-da-rua-xv;8004527;RUA XV DE NOVEMBRO
alto-da-rua-xv;8004527;RUA DIAS DA ROCHA FILHO
alto-da-rua-xv;8004528;RUA PROFESSOR BRANDAO
alto-da-rua-xv;8004528;TRAVESSA KALIL KARAN
alto-da-rua-xv;8004529;RUA ANTONIO MION
alto-da-rua-xv;8004529;TRAVESSA NELSON GONCALVES DE LIMA
alto-da-rua-xv;8004530;RUA SCHILLER
alto-da-rua-xv;8004530;RUA ITUPAVA
alto-da-rua-xv;8004531;RUA PADRE GERMANO MAYER
alto-da-rua-xv;8004531;RUA FLAVIO DALLEGRAVE
alto-da-rua-xv;8004532;RUA CAMOES
alto-da-rua-xv;8004532;RUA PROFESSOR BRANDAO
alto-da-rua-xv;8004533;RUA ITUPAVA
alto-da-rua-xv;8004533;RUA DIAS DA ROCHA FILHO
alto-da-rua-xv;8004534;RUA XV DE NOVEMBRO
alto-da-rua-xv;8004534;AVENIDA VISCONDE DE GUARAPUAVA
alto-da-rua-xv;8004535;JARDINETE HIPOLITO DOPIERALSKI
alto-da-rua-xv;8004535;RUA CORONEL ASSUMPCAO
alto-da-rua-xv;8004536;AVENIDA NOSSA SENHORA DA LUZ
alto-da-rua-xv;8004536;RUA PRESIDENTE BEAUREPAIRE ROHAN
alto-da-rua-xv;8004537;PRACA DAS NACOES
alto-da-rua-xv;8004537;RUA MARECHAL DEODORO
alto-da-rua-xv;8004538;RUA FERNANDO AMARO
alto-da-rua-xv;8004538;AVENIDA SETE DE SETEMBRO
alto-da-rua-xv;8004539;RUA FERNANDES DE BARROS
alto-da-rua-xv;8004539;RUA PRESIDENTE RODRIGO OTAVIO
alto-da-rua-xv;8004540;RUA PREFEITO ANGELO FERRARIO LOPES
alto-da-rua-xv;8005001;RUA MARECHAL DEODORO
alto-da-rua-xv;8005002;RUA FERNANDO AMARO
alto-da-rua-xv;8005003;RUA REINALDINO SCHAFFEMBERG DE QUADROS
alto-da-rua-xv;8005004;AVENIDA SENADOR SOUZA NAVES - ATE 474/475
alto-da-rua-xv;8005005;AVENIDA VISCONDE DE GUARAPUAVA
alto-da-rua-xv;8005006;PRACA TENENTE ERNANI VIDAL
alto-da-rua-xv;8005007;JARDINETE CLEUSA SALOMAO
alto-da-rua-xv;8005008;LARGO JOSE LUVIZOTTI
alto-da-rua-xv;8005009;JARDINETE DOS MACONS
alto-da-rua-xv;8005090;RUA SCHILLER, 555
alto-da-rua-xv;8005098;RUA XV DE NOVEMBRO, 2765
area-rural-de-curitiba;8299989;AREA RURAL
atuba;8259010;RODOVIA BR-116
atuba;8260004;RUA ABRAO CALIXTO
atuba;8260005;RUA SAUL PICCOLI
atuba;8260005;RUA MAX FRANCISCO STOLZ NEVES
atuba;8260005;PRACA THEREZA GLASER
atuba;8260005;RUA ALCEBIADES NUNES GUIMARAES
atuba;8260005;RUA AUGUSTO RUTZ
atuba;8260005;RUA ANTONIO EDMAR BARONE
atuba;8260005;RUA ARNALDO FRANCISCO SCREMIN
atuba;8260006;RUA WENCESLAU CARLOS GLASER NETO
atuba;8262030;AVENIDA MARECHAL MASCARENHAS DE MORAES
atuba;8262030;RUA BENEDITA DE FRANCA RAMOS
atuba;8262030;RUA LIVIO PETTERLE
atuba;8262030;RUA MARGARIDA FOGIATTO CAVAGNARI
atuba;8262030;RUA JOAO CANDIDO VOSCH
atuba;8262037;RUA JOAO CANDIDO VOSCH
atuba;8262039;TERMINAL SANTA CANDIDA
atuba;8262597;AVENIDA MARECHAL MASCARENHAS DE MORAES, 1200
atuba;8263001;RUA PADRE JOAO WISLINSKI
atuba;8263002;RUA ALEXANDRE NADOLNY
atuba;8263003;RUA COMENDADOR ZAKE SABBAG
atuba;8263004;RUA ODETE LAURA FOGGIATO
atuba;8263004;RUA LEONOR HELVIG NADOLNY
atuba;8263004;TRAVESSA MARCELO ALMEIDA
atuba;8263004;TRAVESSA C
atuba;8263005;RUA FLAVIO ARNALDO SECCO
atuba;8263006;RUA JOAO FONSECA MERCER
atuba;8263007;RUA LIBIA
atuba;8263008;RUA JOAO FERNANDES FRANCA
atuba;8263009;RUA ALCIDES GONCALVES DA ROCHA
atuba;8263010;RUA CECILIA MARQUES DA LUZ
atuba;8263011;RUA ALBERTO EDART
atuba;8263011;RUA TACITO CORDEIRO COSTA
atuba;8263012;RUA HERBERT ERICO RICARDO KLIEM
atuba;8263013;RUA ARCESIO CORREIA LIMA
atuba;8263013;RUA ROALDO BRUN
atuba;8263013;RUA COMENDADOR FUNABASHI TOKUJI
atuba;8263014;RUA PERY SOTTO MAIOR BITTENCOURT
atuba;8263014;RUA PINTOR RICARDO KRIEGER
atuba;8263014;RUA ANGELO GRECA
atuba;8263014;RUA DOUTOR OSVALDO NUNES RIBEIRO
atuba;8263015;RUA THEOPHILO AUGUSTO LOYOLA GUIMARAES
atuba;8263016;ESTRADA DAS OLARIAS
atuba;8263017;RUA ARNOLDO WOLFF GAENSLY
atuba;8263017;RUA JOAO MARIA CORDOVA PASSOS
atuba;8263017;RUA ROBERTO FLAVIO TADDEI
atuba;8263028;RUA ENGENHEIRO BENEDICTO SADDOCK DE SA
atuba;8263029;RUA JOSE ROMANO
atuba;8263029;PRACA ANTONIO CARLOS MENDES VIEIRA
atuba;8263029;RUA DOUTOR LUIS CARLOS VIEIRA UGLIANO
atuba;8263029;RUA JACOB PAYKALA
atuba;8263029;RUA DOUTOR JOAO NASSIF
atuba;8263030;RUA MARIA AUGUSTA DA SILVA
atuba;8263030;RUA DELICIO DALPRA
atuba;8263030;RUA JOVINO CAVALHEIRO DOS SANTOS
atuba;8263030;RUA BERNARDO BUBNIAK
atuba;8263030;RUA ENGENHEIRO JAYME MATZENBACHER
atuba;8263030;RUA IVO ZAGONEL
atuba;8263030;RUA FREDERICO LEITNER
atuba;8263031;RUA VALENTIN GULIN
atuba;8263031;RUA LEOVEGILDO AVELLEDA
atuba;8263031;RUA ANGELO ZAMIR BIASI
atuba;8284039;RUA RIO JURUA
atuba;8284040;RUA BARTOLOMEU ANDRE RUDEK
atuba;8284041;PRACA PEDRO DE ALMEIDA
atuba;8284042;RUA RIO JUTAI
atuba;8284042;RUA JOSE JOAQUIM FERREIRA
atuba;8284043;RUA JOAO GOTTI
atuba;8284044;TRAVESSA FANTINATO
atuba;8284045;RUA MARIA MARCHIORI FANTINATO
atuba;8284090;RUA ESTRADA DA GRACIOSA, 870
atuba;8286000;ESTRADA DA RIBEIRA
atuba;8286001;PRACA CIDADE DE MAINZ
atuba;8286002;RUA REPUBLICA GUARANI
atuba;8286003;RUA IRACY GOMES DE BRITTO
atuba;8286004;RUA ANELLA WRUBLEWSKI BERBEKA
atuba;8286005;RUA CIDADE DE FENIX
atuba;8286006;RUA CATARATAS DO IGUACU
atuba;8286007;RUA CIDADE DE MISSAL
atuba;8286008;RUA GUARAPUAVA
atuba;8286008;JARDINETE ARMILDO BERWIG
atuba;8286009;RUA ARAUCARIA
atuba;8286010;RUA REVERENDO JOAQUIM DOS SANTOS OLIVEIRA
atuba;8286011;RUA RICARDO GONCALEZ JUNIOR
atuba;8286012;PRACA DOUTOR CARLOS GUILLEN
atuba;8286013;RUA JOAO BATISTA SCUCATO
atuba;8286014;RUA DURVALINA FERNANDES
atuba;8286015;RUA JONAS FRAGOSO
atuba;8286016;PRACA JOAO TATAREN
atuba;8286017;RUA JOSE DE SOUZA
atuba;8286018;RUA JORGE RIBEIRO
atuba;8286019;RUA DOUTOR HOMERO RAVEDUTTI
atuba;8286020;RUA JANY MARTINS
atuba;8286021;RUA JULIO LOPES
atuba;8286022;RUA OSCAR SPENA
atuba;8286022;RUA ANTONIO LEOCADIO PIMENTEL
atuba;8286023;RUA CIRENEO DE MORAES
atuba;8286024;RUA PEDRO VILMAR CALIZARIO DA SILVA
atuba;8286025;RUA ALTILINA DE OLIVEIRA TEIXEIRA
atuba;8286026;RUA VALENTIM ANTONIO RIBEIRO
atuba;8286027;RUA MARIA JUSTINA MIRANDA
atuba;8286028;RUA ANDRE GONCALVES DA SILVA
atuba;8286029;RUA SEBASTIAO GONCALVES PINTO
atuba;8286030;RUA GABRIEL RODRIGUES DE ALMEIDA
atuba;8286031;RUA APARECIDA CALLEGARINE BARRETO
atuba;8286032;RUA FRANCISCO ANTONIO RIBEIRO
atuba;8286033;RUA MARIA DA LUZ WEINERT DE LIMA
atuba;8286034;RUA THEODORO PRAZMOSKI
atuba;8286035;RUA LENDINA GERMANO RIBEIRO
atuba;8286036;RUA ADELINO DE PAULA
atuba;8286037;RUA CLOTILDE DA COSTA RIBEIRO
atuba;8286038;RUA APARECIDA JULIA DOS SANTOS RIBEIRO
atuba;8286038;RUA ELIAS JULIO
atuba;8286038;RUA WALDEMAR BONA
atuba;8286039;RUA SEBASTIAO ROMAO DAMACENA
atuba;8286040;RUA ZENITA RAMOS GONCALVES
atuba;8286041;RUA MARIA CACILDA DE AZEVEDO
atuba;8286042;RUA ARION JOSE LOUREIRO DE ANDRADE
atuba;8286043;AVENIDA CAVIUNA
atuba;8286044;RUA ARNALDO BAPTISTA DE CASTRO
atuba;8286045;RUA DOROTHEA MERCEDES DE AZEVEDO PEREIRA
atuba;8286046;RUA DONA NENE
atuba;8286047;RUA JAIRO TABORDA DE CAMARGO
atuba;8286048;RUA MARINO PEREIRA JUNIOR
atuba;8286049;RUA ADELINO ALEXANDRINO MARQUEZINI
atuba;8286050;RUA ALCIDES VASCONCELOS
atuba;8286051;RUA ALCINDO FANAYA
atuba;8286052;RUA ANTONIO DE CRISTO
atuba;8286053;RUA ENGENHEIRO CEZAR MATTAR NETO
atuba;8286054;RUA JUAREZ ANTONIO BITTENCOURT
atuba;8286055;RUA FLORIANO NOLASCO DA SILVA
atuba;8286056;TRAVESSA GUILHERME WRANY
atuba;8286057;RUA JAVERT MANFREDINI
atuba;8286057;RUA ANTONIO RODRIGUES DA ROCHA
atuba;8286057;RUA OLIVIO DOMINGOS NADOLNY
atuba;8286058;RUA MARIA ANGELA PACHALY
augusta;8126500;RUA EDUARDO SPRADA
augusta;8126501;RUA CIDADE DE CONCORDIA
augusta;8126502;RUA MARIA LUIZA ROSSA
augusta;8126503;RUA CIDADE JARDIM OLINDA
augusta;8126504;RUA CERRO AZUL
augusta;8126505;RUA DOUTOR THADEU OLESKO
augusta;8126506;RUA ALBINO EVALDO MULLER
augusta;8126507;RUA ADHEMAR FERREIRA DA SILVA
augusta;8126508;RUA SARGENTO HAROLDO CORDEIRO JUNIOR
augusta;8126509;PRACA JOSE FRESSATO
augusta;8126510;RUA PIRAI DO SUL
augusta;8126511;RUA NOVA LONDRINA
augusta;8126512;RUA CRUZEIRO DO OESTE
augusta;8126513;RUA FAXINAL
augusta;8126514;RUA SANTO ANTONIO DA PLATINA
augusta;8126515;RUA PEDRO CRUZETTA
augusta;8126520;RUA ALEIXO DOMANSKI
augusta;8126521;RUA ANGELO MARQUETO
augusta;8126522;RUA AUGUSTO BECK
augusta;8126522;RUA SERGIO ROBERTO GARBOSA
augusta;8126522;RUA JOSE PICUSSA
augusta;8126522;RUA OZIEL FONSECA DE SOUZA
augusta;8126523;RUA EGON CESAR FABRE
augusta;8126524;RUA DERMEVAL DA COSTA E SILVA
augusta;8126525;RUA JOSE ROBERTO WACHELKE
augusta;8126526;RUA DOUTOR ERNESTO ESSENFELDER TRAUB
augusta;8126527;RUA JORGE SABBAG
augusta;8126528;RUA ANTONIETA DA COSTA MONTANARI
augusta;8126529;RUA LEDUINA DOS SANTOS SILVA
augusta;8126530;RUA JACINTHO PEREIRA DE CARVALHO
augusta;8126531;RUA LODOVICO KAMINSKI
augusta;8126532;RUA LODOVICO KAMINSKI
augusta;8126533;ESTRADA DA COLONIA AUGUSTA
augusta;8126534;RUA STANISLAU FELIBRANTE
augusta;8126535;RUA ANGELICA PAVELSKI
augusta;8126536;RUA ANTONIO PAVELSKI
augusta;8126536;RUA JOAO HERNANI BETTEGA
augusta;8126536;RUA SYNVAL STOCCHERO
augusta;8126537;RUA JOSE FELIBRANTE
augusta;8126538;RUA ALBINO PAVELSKI
augusta;8126540;RUA NEWTON FREIRE MAIA
augusta;8126541;RUA ANTONIO KOSER
augusta;8126542;RUA JULIO GARMATTER
augusta;8126543;RUA ANTONIO DIAS DE ANDRADE
