BAIRRO;CEP;LOGRADOURO
cachoeira;8271038;RUA SEZINANDO CORDEIRO DA SILVA
cachoeira;8271039;RUA MAURICIO RICARDO DOS SANTOS
cachoeira;8271040;RUA ALBERTO RODRIGUES XAVIER
cachoeira;8271041;RUA OVIDIO GARCEZ
cachoeira;8271041;RUA FREDERICO STELLA
cachoeira;8271041;RUA MOZART ROSSETO
cachoeira;8271042;RUA JOAQUIM JOVINO MARTINS
cachoeira;8271043;RUA ELOHAR SCHEREMETTA
cachoeira;8271044;RUA JOSEPHA MATTOZO
cachoeira;8271045;RUA EMILIA MICHALSKI UBA
cachoeira;8271046;RUA SOFIA WINKLEWSKI DYMINSKI
cachoeira;8271047;RUA CORONEL JOAO BATISTA LOPES
cachoeira;8271048;RUA BERNARDO SCHLICHTA
cachoeira;8271049;RUA ALIPIO TEXEIRA DE MORAES
cachoeira;8271050;RUA JOSE MALINOWSKI SOBRINHO
cachoeira;8271051;RUA MARIA BANZATTO ERTHAL
cachoeira;8271052;RUA JOAO KRYZANOWSKI
cajuru;8290000;RUA PANDIA CALOGERAS
cajuru;8290001;AVENIDA PREFEITO MAURICIO FRUET
cajuru;8290002;RUA SANTA ANASTASIA
cajuru;8290003;RUA TOUFIC RAAD
cajuru;8290004;RUA DESEMBARGADOR MERCER JUNIOR
cajuru;8290005;RUA GERMANIA
cajuru;8290006;RUA DOUTOR ESTEVAM RIBEIRO DE SOUZA NETTO
cajuru;8290007;RUA PROFESSORA OLGA BALSTER
cajuru;8290008;RUA TARQUINIO SANTOS
cajuru;8290009;RUA PROFESSOR NIVALDO BRAGA
cajuru;8290010;RUA SESINANDO CHAVES
cajuru;8290011;RUA VIDAL NATIVIDADE DA SILVA
cajuru;8290012;RUA OSWALDO LOURENCO GUIMARAES
cajuru;8290013;RUA CAPITAO JOAO BUSSE
cajuru;8290014;RUA IRMAO LUIZ VICENTE
cajuru;8290015;RUA DOM JOAO VI
cajuru;8290016;RUA SAO THIAGO
cajuru;8290017;RUA SEBASTIAO FRANCISCO CORTIANO
cajuru;8290018;RUA GUILHERME NUNES NOGUEIRA
cajuru;8290019;RUA BINE GERSTEN REISS
cajuru;8290020;RUA EROS JOSE ALVES
cajuru;8290021;RUA REINALDO THA
cajuru;8290021;RUA LAURA TRIZOTE
cajuru;8290022;RUA JOHN ELLIOTT
cajuru;8290022;TRAVESSA VICTOR EMANOEL FOLQUENING
cajuru;8290023;RUA THOMAS ANTONIO GONZAGA
cajuru;8290024;RUA ANTONIO MEIRELLES SOBRINHO
cajuru;8290025;RUA LUIZ FRANCA
cajuru;8290026;RUA ALBINA REFFO BOCCHINO
cajuru;8290027;RUA MIGUEL CALUF
cajuru;8290028;PRACA MAURO FERREIRA
cajuru;8290029;RUA SAO SIMAO
cajuru;8290030;RUA SANTO ANDRE
cajuru;8290030;RUA VALFRIDO RIBEIRO DE CAMPOS
cajuru;8290031;RUA SANTO AGOSTINHO
cajuru;8290031;JARDINETE ARMANDO BOGO
cajuru;8290032;RUA SAO FELIPE
cajuru;8290032;RUA NEURY GOMES
cajuru;8290033;RUA SAO BARTOLOMEU
cajuru;8290033;RODOVIA BR-277 CURITIBA-PARANAGUA
cajuru;8290034;RUA SAO GABRIEL
cajuru;8290034;RUA PASTOR NILSON DO AMARAL FANIN
cajuru;8290035;RUA SAO VICENTE PALLOTTI
cajuru;8290035;RUA ARCENIO ALVES PINTO
cajuru;8290036;RUA RUBENS PADILHA MENDES
cajuru;8290036;RUA MARILIA DE LACERDA CARNEIRO
cajuru;8290037;RUA REINALDO ISSBERNER
cajuru;8290038;RUA PROCOPIO FERREIRA MARTINS
cajuru;8290039;RUA VICENTE MONTANHA
cajuru;8290039;RUA IVO IONEU CROCETTI
cajuru;8290040;RUA ASSMA KARAM GEARA
cajuru;8290041;RUA JOAO CRYSOSTOMO DA ROSA
cajuru;8290041;RUA SONIA WASILEWSKI
cajuru;8290042;RUA JOSE DEMETERCO
cajuru;8290043;RUA DUARTE CESINO DE MEDEIROS
cajuru;8290044;JARDINETE LEVI ALVES CORDEIRO
cajuru;8290045;RUA HEITOR QUINTEIRO
cajuru;8290046;RUA AFONSO CORREIA DE MORAIS
cajuru;8290047;RUA JACINTHO TORRES
cajuru;8290048;RUA AMERICO PASINI
cajuru;8290049;RUA CONSTANTINO NOWAZESKI
cajuru;8290050;RUA MARIA LUIZA BAZZANI NATAL
cajuru;8290051;RUA PEDRO DZIERYULSKI
cajuru;8290052;RUA MANOEL ROSENMANN
cajuru;8292000;RUA NATAL
cajuru;8292001;RUA RAYMUNDO NINA RODRIGUES
cajuru;8292002;RUA ANAMBES
cajuru;8292003;RUA EMILIO BERTOLINI
cajuru;8292004;RUA RITA MARGARIDA DE JESUS
cajuru;8292005;RUA JOSE NASSAR
cajuru;8292006;RUA JOSE GIRALDI
cajuru;8292007;RUA MANOEL ALBANO ROSKAMP
cajuru;8292008;RUA HUMBERTO GIRALDI
cajuru;8292009;RUA SANTA MARIANA
cajuru;8292010;RUA DOS FERROVIARIOS
cajuru;8292011;RUA DARCY RIBEIRO
cajuru;8292012;RUA DA TRINDADE
cajuru;8292013;RUA JOSE FERREIRA VAZ
cajuru;8292014;RUA ANGELO BERTONCELLO
cajuru;8292015;RUA CAPITAO ORLANDO FAVORITO
cajuru;8292016;RUA MACEIO
cajuru;8292017;RUA ARIOSVALDO MOREIRA
cajuru;8292018;RUA ARLINDO ROCHA
cajuru;8292019;RUA ESPER JORGE CHUERI
cajuru;8292020;RUA ARIOVALDO KATO
cajuru;8292021;RUA MALBA GAMA SCREMIN
cajuru;8292022;RUA FORTALEZA
cajuru;8292023;RUA PEDRO BELLON
cajuru;8292024;RUA DANTE MELARA
cajuru;8292025;RUA ARNALDO MONTI BERTOLINI
cajuru;8292026;RUA MARIAN TADEUZS LASLOWSKI
cajuru;8292027;RUA TEREZINA
cajuru;8292028;RUA DENISE MARIA SCREMIN
cajuru;8292029;RUA DOUTOR URBANO TONIOLO
cajuru;8292030;RUA PROFESSOR DAVID JORGE CURI
cajuru;8292031;RUA WENCESLAU TEIXEIRA ALVES
cajuru;8292032;RUA ALBERTO GESSER
cajuru;8292032;ACESSO JOAO AFFONSO
cajuru;8292032;ACESSO DOUTOR PAULO TADEU RATHIE DE ANDRADE
cajuru;8292033;AVENIDA PREFEITO MAURICIO FRUET
cajuru;8292034;RUA LUIZA MAHIN
cajuru;8292035;RUA MAE MENININHA DO GANTOIS
cajuru;8292036;RUA CARMEN DA SILVA
cajuru;8292037;RUA LUIZ BERTOLINI
cajuru;8292038;RUA ADALBERTO TADEU VOROBI
cajuru;8292039;RUA CARLOTA PEREIRA DE QUEIROZ
cajuru;8292040;RUA BERTHA LUTZ
cajuru;8292041;RUA EUGENIO CONTIN
cajuru;8292042;RUA CELZIRA RESSETTI STOFELLA
cajuru;8292043;RUA PROFESSOR EDMUNDO JOSE BINDER
cajuru;8292044;RUA AUGUSTO FAUSTINO STALCHMIDT
cajuru;8292045;RUA AMAZONAS PARODI
cajuru;8292048;RUA EDGARD LESSNAU
cajuru;8292048;RUA FIORAVANTE DAVID CANDELONI
cajuru;8292050;RUA LEONARDO GELINSKI
cajuru;8293000;RUA RORAIMA
cajuru;8293001;RUA CUIABA
cajuru;8293002;RUA TEOFILO OTONI
cajuru;8293003;AVENIDA FLORIANOPOLIS
cajuru;8293004;RUA PEDRO VIOLANI
cajuru;8293005;RUA NITEROI
cajuru;8293006;RUA SEBASTIAO MARCOS LUIZ
cajuru;8293007;RUA AGUINALDO DOS SANTOS PEREIRA
cajuru;8293008;RUA ARACAJU
cajuru;8293009;RUA CAPITAO GUILHERME BIANCHI
cajuru;8293010;RUA JOAO FASSI CASAGRANDE
cajuru;8293011;RUA SANTO BEATO OTAVIANO
cajuru;8293012;RUA JORGE DE QUADROS
cajuru;8293013;RUA BENEDITO BLEY
cajuru;8293013;RUA AILTON ANTONIO BREDA
cajuru;8293014;RUA BENEVENUTO TOSIN
cajuru;8293015;RUA JOSE DE PAULA PEREIRA
cajuru;8293016;RUA FRANCISCO WALESKO
cajuru;8293017;RUA CIDADE DE MONTERO
cajuru;8293018;RUA GERALDO MOREIRA DE MACEDO
cajuru;8293019;RUA MACEIO
cajuru;8293020;RUA ARIOSVALDO MOREIRA
cajuru;8293021;RUA NATAL
cajuru;8293022;RUA ESPER JORGE CHUERI
cajuru;8293023;RUA FORTALEZA
cajuru;8293024;RUA DANTE MELARA
cajuru;8293025;RUA TEREZINA
cajuru;8293025;RUA DA TRINDADE
cajuru;8293026;RUA ANGELO CAVICHIOLO
cajuru;8293027;RUA CAMPO GRANDE
cajuru;8293028;RUA SAO JOAO EUDES
cajuru;8293029;RUA ROSA DE QUADROS
cajuru;8293030;RUA ELZINA FRANCO DE MACEDO
cajuru;8293031;RUA TEREZA OLINECK
cajuru;8293032;RUA FONTE DA VIDA
cajuru;8293033;RUA FRANCISCO ALVES RIBEIRO FILHO
cajuru;8293034;RUA OSCAR DA COSTA FIGUEIREDO
cajuru;8293035;RUA JOAQUIM MACHADO
cajuru;8293036;RUA OCTAVIO GIRARDI
cajuru;8293037;RUA ARMANDO DELLA BIANCA
cajuru;8293038;RUA LEODORO FERREIRA DE CASTRO
cajuru;8293039;RUA LUCAS SCHEREINER JUNIOR
cajuru;8293040;RUA DOUTOR ALVIM MESSIAS
cajuru;8293041;RUA HAMILTON DE OLIVEIRA
cajuru;8293042;TRAVESSA LINS
cajuru;8293042;RUA ANTONIO OSNI ROCHA
cajuru;8293042;RUA GENESIO DE SOUZA NUNES
cajuru;8293042;RUA AFONSO FRANCISCO GOMES
cajuru;8293042;RUA TAKESHI KOGA
cajuru;8293042;RUA ANGELA SCHOSEKI PEREIRA
cajuru;8293042;RUA JOSE CANDIDO JORGE
cajuru;8293043;RUA COLOMBINA NAIDE
cajuru;8293043;RUA TEODORO GRISCHY
cajuru;8293043;RUA DEBORA ELOISA PEREIRA
cajuru;8293043;RUA TRANQUILO SARAGIOTTO
cajuru;8293044;RUA LIBERATO EVANGELISTA DO PRADO
cajuru;8293044;RUA NAGIB DA SILVA
cajuru;8293045;RUA ISAURO TRINCO
cajuru;8293046;RUA GENEROSO DO NASCIMENTO TEIXEIRA FILHO
cajuru;8293047;RUA ANTENOR JOSE TEDESCHI
cajuru;8293048;RUA FRANCISCA CLARO VIANA
cajuru;8293049;RUA ODALEA COSTA AGUAS
cajuru;8293050;RUA EURICO DE PAIVA VIDAL
cajuru;8293051;RUA ADY LOBO SOTTO MAIOR
cajuru;8293052;RUA VICTORIO CASARI
cajuru;8293052;RUA RUBENS CULPI
cajuru;8293052;RUA MANO BASTOS
cajuru;8293052;RUA ANA KRUL
cajuru;8293052;RUA LELIO GUIMARAES SOTTO MAIOR
cajuru;8293054;RUA LEONARDO NOVICKI
cajuru;8293055;RUA ANDRE SEGURA GARCIA
cajuru;8293055;RUA MARIA LUIZA MASSUCHETTO
cajuru;8293055;RUA ANGELINA SANTANA GUIMARAES
cajuru;8293055;RUA FRANCISCA CLARO VIANA
cajuru;8293055;RUA JUSCELINO DIAS DOS SANTOS
cajuru;8293056;RUA ANTONIO OSTROVSKI
cajuru;8294000;RUA TEOFILO OTONI
cajuru;8294001;RUA ENGENHEIRO COSTA BARROS
cajuru;8294002;RUA IMBITUVA
cajuru;8294003;RUA MARIA DE LOURDES HAMANN PETRELLI
cajuru;8294004;RUA ARSENIO DE AZEVEDO
cajuru;8294005;RUA JOSE FABIANO BARCIK
cajuru;8294006;RUA LEOCLIDES PEREIRA DE MACEDO
cajuru;8294007;RUA PAULO DE FRONTIN
cajuru;8294008;RUA PROGENITO MACHUCA
cajuru;8294009;RUA LUIZ FRANCA
cajuru;8294010;RUA JOAQUIM NATIVIDADE DA SILVA
cajuru;8294011;RUA MIGUEL CALUF
cajuru;8294012;RUA JOAO GRIBOGI
cajuru;8294013;RUA SALIM TACLA
cajuru;8294014;RUA JOAO VIANNA SEILLER JUNIOR
cajuru;8294015;RUA GOIANIA
cajuru;8294016;RUA SALVADOR
cajuru;8294017;RUA JOAO GUERINO FABRI
cajuru;8294018;RUA FLORIANO RAMOS RIBEIRO
cajuru;8294019;RUA PROCOPIO FERREIRA MARTINS
cajuru;8294020;RUA DOUTOR GASTAO VIDIGAL
cajuru;8294021;RUA GOVERNADOR ROBERTO SILVEIRA
cajuru;8294022;RUA CAPITAO BORGES DO CANTO
cajuru;8294023;RUA TINGUACU
cajuru;8294024;RUA ELZEVIR DA SILVEIRA BUENO
cajuru;8294025;RUA SEBASTIAO MARCOS LUIZ
cajuru;8294026;RUA CHARLES NICOLLE
cajuru;8294027;RUA NITEROI
cajuru;8294028;RUA PEDRO VIOLANI
cajuru;8294029;RUA HUGO CINI
cajuru;8294030;AVENIDA FLORIANOPOLIS
cajuru;8294031;RUA CUIABA
cajuru;8294032;RUA ATAHUALPA
cajuru;8294033;RUA RORAIMA
cajuru;8294034;RUA CORONEL CARLOS BARDELLI
cajuru;8294035;RUA JOSE BINHARA
cajuru;8294036;RUA ANTONIO CONTIN
cajuru;8294037;RUA VICENTE DE CARVALHO
cajuru;8294037;RODOVIA BR-277 CURITIBA-PARANAGUA
cajuru;8294038;RUA VICENTE RUTELIONIS
cajuru;8294038;RUA LUIZ CAVALCANTI FILHO
cajuru;8294039;RUA SIQUEIRA CAMPOS
cajuru;8294040;RUA MADUREIRA
cajuru;8294041;RUA BENTO GONCALVES
cajuru;8294042;RUA MARIA GONCALVES ALEXANDRE
cajuru;8294043;RUA CASTORINO AUGUSTO RODRIGUES
cajuru;8295000;RUA RAYMUNDO NINA RODRIGUES
cajuru;8295001;RUA DOUTOR SEBASTIAO FARAJALA BACILA
cajuru;8295002;RUA DOUTORA OTTILIA DOS SANTOS FRANCA
cajuru;8295003;RUA CLARO SEZEFREDO DE LACERDA
cajuru;8295004;RUA BRASILIO FRANCA
cajuru;8295005;RUA NINON MULLER PISKE
cajuru;8295006;RUA ENGENHEIRA ENEDINA ALVES MARQUES
cajuru;8295007;RUA PEDRO BOCCHINO
cajuru;8295008;RUA EXPEDICIONARIO EMIDIO ROQUE RATTMANN
cajuru;8295009;RUA ENGENHEIRO BENJAMIN DE ANDRADE MOURAO
cajuru;8295010;RUA ALFREDO CRESTO
cajuru;8295011;RUA LEONY AZEREDO ROCHA
cajuru;8295012;RUA DOMENICO TONATTO
cajuru;8295013;RUA DELMIRO FETTER DOS SANTOS
cajuru;8295014;RUA JOAO MARTINSKI
cajuru;8295015;RUA CARLOS ALFREDO DE MORAES
cajuru;8295016;RUA ANTONIO ERNESTO ANTONIETTO
cajuru;8295017;RUA MARIO MIRO
cajuru;8295018;RUA MANOEL CLARO ALVES
cajuru;8295019;RUA RAUL DE OLIVEIRA
cajuru;8295020;RUA JOAO MASSUCHETTO
cajuru;8295021;RUA MANOEL CORDEIRO
cajuru;8295022;RUA ELIZA RAMOS DE PROENCA
cajuru;8295023;RUA MARIA LUIZA BRUEL
cajuru;8295024;RUA DOUTOR LEVINO BORNANCIN
cajuru;8295025;RUA WALDEMIRO JOSE BORGES
cajuru;8295026;RUA JOSE CLOVIS DE OLIVEIRA WEISHEIMER
cajuru;8295027;RUA MANOEL DA ROCHA KUSTER
cajuru;8295028;RUA AGRIPINO RIBEIRO DE FREITAS
cajuru;8295029;RUA EUGENIO GOMES DE BRITO
cajuru;8295030;RUA IRENE SERMANN
cajuru;8295031;RUA FERNAO DIAS PAIS
cajuru;8295032;RUA JUVENAL DIAS GARCEZ
cajuru;8295033;RUA ALZIRA NEVES GARCEZ
cajuru;8295034;RUA MILTON CONDESSA
cajuru;8295035;PRACA WALT DISNEY
cajuru;8295036;RUA VICENTE DAS NEVES
cajuru;8295037;RUA ORIAS RICARDO
cajuru;8295038;RUA GERCI GARCEZ DAS NEVES
cajuru;8295039;TERMINAL OFICINAS
cajuru;8295040;RUA FABIO ROGER MENDES
cajuru;8295040;RUA DELMO DE ALMEIDA
cajuru;8295041;RUA JOAO WISNIEWSKI
cajuru;8295042;RUA ENGENHEIRO COSTA BARROS
cajuru;8295043;RUA JOSE ALBERTO DE ALMEIDA
cajuru;8295044;PRACA PROFESSOR EMILIO SCHUTZ
cajuru;8295045;RUA ANTONIO BARBOSA DE OLIVEIRA
cajuru;8295046;RUA REINALDO SAO BRAZ FABRIM
cajuru;8295047;RUA NILTON JOAO MARCHESINI
cajuru;8296000;RUA CATULO DA PAIXAO CEARENSE
cajuru;8296001;RUA JORDANIA
cajuru;8296001;RODOVIA BR-277 CURITIBA-PARANAGUA
cajuru;8296002;RUA AMADOR BUENO
cajuru;8296003;RUA LOURIVAL WENDLER
cajuru;8296004;RUA CAIOBA
cajuru;8296005;RUA MANOEL MAXIMO DOS SANTOS
cajuru;8296006;RUA DESEMBARGADOR ANTONIO FRANCO FERREIRA DA COSTA
cajuru;8296007;RUA TUNISIA
cajuru;8296008;RUA ETIOPIA
cajuru;8296009;RUA CIDADE DE ANTONINA
cajuru;8296010;RUA ARABIA
cajuru;8296011;RUA FRANCISCO VASCO GARCIA
cajuru;8296012;RUA NHUNDIAQUARA
cajuru;8296013;RUA INDIA
cajuru;8296014;RUA BIRMANIA
cajuru;8296015;RUA SUDAO
cajuru;8296016;RUA CEILAO
cajuru;8296017;RUA TAILANDIA
cajuru;8296018;RUA FILIPINAS
cajuru;8296019;RUA EGITO
cajuru;8296020;RUA ARGELIA
cajuru;8296021;RUA ANTONIO BUSO
cajuru;8296022;PRACA LEONIDAS SILVA
cajuru;8296023;TERMINAL CENTENARIO
cajuru;8296024;RUA SENHORINHO GONSALVES PEDROSO
cajuru;8296024;RUA HAMILTON DE OLIVEIRA
cajuru;8296025;RUA NAGIB DA SILVA
cajuru;8296026;RUA MARIA LUIZA RIBEIRO PUCHALSKI
cajuru;8296027;RUA OLGA MAZEPA DE PAULA
cajuru;8296028;RUA COMENDADOR DOUTOR JOAO MANOEL DA CUNHA
cajuru;8296029;RUA DOUTOR JOAO LUIZ BETTEGA
cajuru;8296030;RUA FRANCISCO LOPES DE OLIVEIRA
cajuru;8296031;RUA JORGE VERGILIO CRUZETA
cajuru;8296032;RUA ANTONIO DIAS BARBOSA
cajuru;8296033;RUA REINALDO RODRIGUES LIMA
cajuru;8296034;RUA NEUSA VIEIRA BET
cajuru;8296038;RUA DESEMBARGADOR HENRIQUE CHESNEAU LENS CESAR
cajuru;8296040;RUA FRANCISCO EDUARDO PIRES MODESTO
cajuru;8296044;RUA MARIA DE LOURDES HAMANN PETRELLI
cajuru;8296047;RUA ARVOREDO
cajuru;8296047;RUA MANACA
cajuru;8296047;RUA JARDINEIRA
cajuru;8296047;RUA CIDADE DE SANTIAGO
cajuru;8296047;RUA PLATANOS
cajuru;8296048;RUA HIBISCOS
cajuru;8296048;RUA HARMONIA
cajuru;8296048;RUA ALEGRIA
cajuru;8296048;RUA SEMPRE-VIVA
cajuru;8296048;RUA MELODIA
cajuru;8296049;RUA SOLIDARIEDADE
cajuru;8296049;RUA FRATERNIDADE
cajuru;8296049;RUA SINFONIA
cajuru;8296049;RUA SABEDORIA
cajuru;8296049;RUA BOAVENTURA
cajuru;8296049;RUA VILA VELHA
cajuru;8296050;RUA PASTORA ODA DE CASTRO PESSANHA
cajuru;8296050;RUA PASTOR JULIO DE OLIVEIRA ROZA
cajuru;8296050;RUA JOSE ANTONIO DOS SANTOS
cajuru;8296050;RUA MAJOR ANTONIO RIBEIRO VIDAL
cajuru;8296050;RUA MANOELA DE LA CRUZ QUINTANA
cajuru;8296051;RUA CORDILHEIRA DOS ANDES
cajuru;8296051;RUA ORLANDO RIBEIRO DA SILVA
cajuru;8296051;RUA JORNALISTA WALFRIDO RIBEIRO DE CAMARGO
cajuru;8296051;RUA ANTONIO DE OLIVEIRA
cajuru;8296051;RUA GILSON ANTONIO DA SILVA
cajuru;8296052;RUA GOVERNADOR ALGACIR GUIMARAES
cajuru;8296052;RUA SEBASTIAO CARNEIRO
cajuru;8296052;RUA PROFESSOR RUY JOSE RACHE
cajuru;8296098;RUA LOURIVAL WENDLER, 509
cajuru;8297000;RUA ENGENHEIRO BENEDITO MARIO DA SILVA
cajuru;8297001;AVENIDA JORNALISTA ADERBAL G. STRESSER
cajuru;8297001;AVENIDA JORNALISTA ADERBAL GAERTNER STRESSER
cajuru;8297001;RUA AYRTON TURRA
cajuru;8297002;RUA DOUTOR PETRONIO ROMERO DE SOUZA
cajuru;8297002;RODOVIA BR-277 CURITIBA-PARANAGUA
cajuru;8297003;RUA JORNALISTA PAULINO DE ALMEIDA
cajuru;8297004;RUA DOUTOR OTHON ACCIOLY RODRIGUES DA COSTA
cajuru;8297005;RUA EDGARD DE ALENCAR GUIMARAES
cajuru;8297006;RUA ANGELO JOAO GOTTARDI
cajuru;8297007;RUA BETTY DE SOUZA PAULA HALILA
cajuru;8297008;RUA DONA EMMA HECKE DE CASTRO
cajuru;8297009;RUA DIDIMO AGAPITO DA VEIGA
cajuru;8297010;RUA AMANZOR SOFFIATTI
cajuru;8297011;RUA JOAO SOVINSKI
cajuru;8297012;RUA DA ASSEMBLEIA
cajuru;8297013;RUA QUINZE DE OUTUBRO
cajuru;8297014;RUA JOSE DUDA
cajuru;8297015;RUA LEONARDO JARESKI
cajuru;8297016;RUA DA CARIOCA
cajuru;8297017;RUA LADISLAU MIKOSZ
cajuru;8297017;RUA OSIRIS DEL CORSO
cajuru;8297018;RUA IZAHIA CECIN CALIXTO
cajuru;8297019;RUA OLIVO CARNASCIALI
cajuru;8297020;RUA PROFESSOR MANOEL DE OLIVEIRA FRANCO
cajuru;8297021;RUA DOUTOR THEODORICO DE OLIVEIRA FRANCO
cajuru;8297022;RUA FRANCISCO DE PAULA SOBRINHO
cajuru;8297023;RUA SEBASTIAO MOLETTA
cajuru;8297023;AVENIDA JORNALISTA ADERBAL GAERTNER STRESSER
cajuru;8297024;RUA EDUARDO ENGELHARDT
cajuru;8297025;RUA DEPUTADO ACYR JOSE
cajuru;8297026;RUA EUCLIDES TABORDA RIBAS
cajuru;8297027;RUA ARTHUR ERZINGER
cajuru;8297028;RUA REVERENDO RAUL RODRIGUES DE CASTRO
cajuru;8297029;RUA REVERENDO LAURO DE CASTRO
cajuru;8297030;RUA REVERENDO MARIANO RODRIGUES DE CASTRO
cajuru;8297031;RUA TENENTE JOSE RIBAS KENDRICK
cajuru;8297032;RUA CORONEL EVANGELISTA DOS SANTOS
cajuru;8297033;RUA ENGENHEIRO BERNARDINO DOLIVEIRA
cajuru;8297034;RUA HAROLD DRUMMOND DE CARVALHO
cajuru;8297035;RUA RISZARDO EDMUNDO GLUCHOWSKI
cajuru;8297036;RUA NADIA LEUCH RYMANSKI
cajuru;8297037;JARDINETE IRMA BEATRIZ COMPARIN
cajuru;8298000;RUA LIRIO-DO-VALE
cajuru;8298001;RUA RAYNOLDO MORBIS
cajuru;8298002;RUA VICTORIO CELLI
cajuru;8298003;RUA PADRE KAROL DWORACZEK
cajuru;8298004;RUA IRMAO LIBERIO PLEWNIA
cajuru;8298005;RUA PADRE JOSE POLIGA
cajuru;8298006;RUA PADRE ESTANISLAU CEBULA
cajuru;8298007;RUA PADRE ARNALDO JANSSEN
cajuru;8298008;RUA DOUTOR JOSE GIOSTRI SOBRINHO
cajuru;8298009;RUA LUIZ CARLOS DORECKI
cajuru;8298010;RUA ANTONIO MOREIRA LOPES
cajuru;8298010;RUA ANA ZIPPIN
cajuru;8298010;RUA LUIZ ESTEVAM DA SILVA
cajuru;8298011;RUA YEDO DE FARIA PINTO
cajuru;8298012;RUA DOUTOR HAMILTON PORTUGAL PEREIRA
cajuru;8298013;RUA JOAO TOBIAS DE PAIVA NETTO
cajuru;8298014;RUA DOUTOR JOSE ALEXANDRE DE MOURA NEGRINI
cajuru;8298015;RUA ALFREDO BARCIK
cajuru;8298016;RUA PROFESSORA SONIA MARIA COIMBRA KENSKI
cajuru;8298017;RUA ANGELICA KENSKI
cajuru;8298018;RUA MAJOR ESTANISLAU GROSSMANN
cajuru;8298019;RUA JOAO ALVES DE ARAUJO
cajuru;8298019;TRAVESSA LAURINDO ANTONIO SEGALLA
cajuru;8298020;RUA ISAIAS FERREIRA DA SILVA
cajuru;8298021;RUA THOMAZ DAVID BORGES
cajuru;8298022;RUA RIVADAVIA FONSECA DE MACEDO
cajuru;8298023;RUA LUIZ VISINONI
cajuru;8298024;RUA CELSO CESAR OSTERNACK
cajuru;8298025;RUA RAUL VAZ
cajuru;8298026;RUA JOSE MARCOS CALDONAZO
cajuru;8298027;RUA ANNA TRENTIM REQUE
cajuru;8298028;RUA AUGUSTO PINTO BORBA
cajuru;8298029;RUA DIRCEU SIMOES DE MEDEIROS
cajuru;8298030;RUA MANOEL FELIPE RODRIGUES MORAES
cajuru;8298031;RUA IOLANDA MARIA JOSE FREDERICO
cajuru;8298032;RUA ODILON RAMOS
cajuru;8298033;RUA HILTON DE MATTOS LEAO
cajuru;8298034;RUA HELENA RIBEIRO LISBOA
cajuru;8298035;RUA TEREZINHA RAMOS FERREIRA
cajuru;8298040;RUA MANOEL KEMP
cajuru;8298041;RUA MIGUEL PEDRO ABIB
cajuru;8298041;RUA FRANCE MARA DE CAMPOS
cajuru;8298042;RUA JOAO MEYHOFER
cajuru;8298042;RUA PROFESSORA MARLI QUEIROZ AZEVEDO
cajuru;8298043;RUA LUIZ LARA FERNANDES DA PENHA
cajuru;8298043;RUA JOAO EZIDIO ONGARO
cajuru;8298044;RUA ASSIS DE BRITO
cajuru;8298044;RUA MARCELO DOS REIS DOMINGUES BENTO
cajuru;8298044;RUA RUTH MARI PASETTI
cajuru;8298044;RUA MARCIA REGINA PAVANELO
cajuru;8298045;RUA RUBENS JOAO HENRIQUE PLOIS
cajuru;8298045;RUA ARTUR ELIAS DA LUZ
cajuru;8298045;RUA RADOMIL CELINSKI
cajuru;8298046;RUA NELSON DE MACEDO JUSTUS
cajuru;8298046;RUA CELSO PUCHASKI
cajuru;8298046;RUA HERMINIO DA CUNHA PINTO
cajuru;8298047;RUA PROFESSORA LEONI IDAZIMA FILA DO NASCIMENTO
cajuru;8298048;RUA MARIA BARCHIKI CHINASSO
cajuru;8298048;RUA NAPOLEAO CORTES FILHO
cajuru;8298049;RUA VICENTE TEODORO ROSA DOS SANTOS
cajuru;8298050;RUA JOAQUIM MOROTTI
cajuru;8298051;RUA JAIR DE SOUZA LIMA
cajuru;8298052;RUA MARCOS JACOB DEA
cajuru;8298053;RUA PROFESSORA IZABEL MARCHESINI REGO BARROS
cajuru;8298054;RUA CARLOS BUDEL
cajuru;8298054;RUA FRANCOLINO CULPI
cajuru;8298055;RUA RENATO GURGEL DO AMARAL VALENTE
cajuru;8298056;RUA MANOEL EUFRASIO DOS SANTOS
cajuru;8298057;RUA JOAO DE DEUS FLORES PASSOS
cajuru;8298058;RUA DULCIDIO BUDEL
cajuru;8298059;TRAVESSA JOAO CARLOS TABORDA
cajuru;8298060;RUA IRMA CLEMENTINA
cajuru;8298062;RUA RUTILDO PULIDO
cajuru;8299000;RUA REINALDO RODRIGUES LIMA
cajuru;8299004;RUA LUIZ VISINONI
cajuru;8299007;RUA JOAO TOBIAS DE PAIVA NETTO
cajuru;8299007;RUA AMIM ABIL RUSS
cajuru;8299009;RUA NEUSA VIEIRA BET
cajuru;8299009;TRAVESSA TOPHILE KOGEMPA
cajuru;8299009;TRAVESSA IVETTE CORADIN GODOY
cajuru;8299009;RUA ARTHUR S. CORREIA DE FREITAS
cajuru;8299010;RUA JORGE VERGILIO CRUZETA
cajuru;8299012;RUA FRANCISCO LOPES DE OLIVEIRA
cajuru;8299013;RUA DOUTOR JOAO LUIZ BETTEGA
cajuru;8299013;RUA S945I
cajuru;8299015;RUA SANTA LUCIA
cajuru;8299015;RODOVIA BR-277 CURITIBA-PARANAGUA
